gcid                 blocknum             valid                start                end                  duration            
0                    2649                 0.0                  26429260000          26430760000.0        1500000.0           
1                    3161                 0.0                  26429260000          26430760000.0        1500000.0           
2                    3851                 0.0                  26429260000          26430760000.0        1500000.0           
3                    126                  0.0                  26429260000          26430960000.0        1700000.0           
4                    607                  0.0                  26429260000          26430960000.0        1700000.0           
5                    1126                 0.0                  26429260000          26430960000.0        1700000.0           
6                    1669                 0.0                  26429260000          26431560000.0        2300000.0           
7                    2222                 0.0                  26429260000          26431760000.0        2500000.0           
8                    158                  0.0                  26430760000.0        26432460000.0        1700000.0           
9                    674                  0.0                  26430760000.0        26432460000.0        1700000.0           
10                   1188                 0.0                  26430760000.0        26432460000.0        1700000.0           
11                   2682                 0.0                  26430960000.0        26432460000.0        1500000.0           
12                   1727                 0.0                  26430960000.0        26433060000.0        2100000.0           
13                   3226                 0.0                  26431560000.0        26433060000.0        1500000.0           
14                   2235                 0.0                  26430960000.0        26433260000.0        2300000.0           
15                   3972                 0.0                  26431760000.0        26433260000.0        1500000.0           
16                   203                  0.0                  26433260000.0        26434760000.0        1500000.0           
17                   688                  0.0                  26433260000.0        26434760000.0        1500000.0           
18                   1244                 0.0                  26433260000.0        26434760000.0        1500000.0           
19                   1741                 0.0                  26433260000.0        26434760000.0        1500000.0           
20                   2298                 0.0                  26433260000.0        26434760000.0        1500000.0           
21                   2877                 0.0                  26433260000.0        26434760000.0        1500000.0           
22                   3234                 0.0                  26433260000.0        26434760000.0        1500000.0           
23                   3981                 0.0                  26433260000.0        26434760000.0        1500000.0           
24                   236                  0.0                  26434760000.0        26436260000.0        1500000.0           
25                   748                  0.0                  26434760000.0        26436260000.0        1500000.0           
26                   1445                 0.0                  26434760000.0        26436260000.0        1500000.0           
27                   1775                 0.0                  26434760000.0        26436260000.0        1500000.0           
28                   2302                 0.0                  26434760000.0        26436260000.0        1500000.0           
29                   2892                 0.0                  26434760000.0        26436260000.0        1500000.0           
30                   3262                 0.0                  26434760000.0        26436260000.0        1500000.0           
31                   4004                 0.0                  26434760000.0        26436260000.0        1500000.0           
32                   254                  0.0                  26436260000.0        26437760000.0        1500000.0           
33                   764                  0.0                  26436260000.0        26437760000.0        1500000.0           
34                   1362                 0.0                  26436260000.0        26437760000.0        1500000.0           
35                   1790                 0.0                  26436260000.0        26437760000.0        1500000.0           
36                   2458                 0.0                  26436260000.0        26437760000.0        1500000.0           
37                   2980                 0.0                  26436260000.0        26437760000.0        1500000.0           
38                   3425                 0.0                  26436260000.0        26437760000.0        1500000.0           
39                   4009                 0.0                  26436260000.0        26437760000.0        1500000.0           
40                   256                  0.0                  26437760000.0        26439260000.0        1500000.0           
41                   812                  0.0                  26437760000.0        26439260000.0        1500000.0           
42                   1449                 0.0                  26437760000.0        26439260000.0        1500000.0           
43                   1867                 0.0                  26437760000.0        26439260000.0        1500000.0           
44                   2468                 0.0                  26437760000.0        26439260000.0        1500000.0           
45                   2896                 0.0                  26437760000.0        26439260000.0        1500000.0           
46                   3292                 0.0                  26437760000.0        26439260000.0        1500000.0           
47                   4027                 0.0                  26437760000.0        26439260000.0        1500000.0           
48                   330                  0.0                  26439260000.0        26440760000.0        1500000.0           
49                   815                  0.0                  26439260000.0        26440760000.0        1500000.0           
50                   1453                 0.0                  26439260000.0        26440760000.0        1500000.0           
51                   1885                 0.0                  26439260000.0        26440760000.0        1500000.0           
52                   2473                 0.0                  26439260000.0        26440760000.0        1500000.0           
53                   2985                 0.0                  26439260000.0        26440760000.0        1500000.0           
54                   3493                 0.0                  26439260000.0        26440760000.0        1500000.0           
55                   4038                 0.0                  26439260000.0        26440760000.0        1500000.0           
56                   332                  0.0                  26440760000.0        26442260000.0        1500000.0           
57                   831                  0.0                  26440760000.0        26442260000.0        1500000.0           
58                   1888                 0.0                  26440760000.0        26442260000.0        1500000.0           
59                   2504                 0.0                  26440760000.0        26442260000.0        1500000.0           
60                   3497                 0.0                  26440760000.0        26442260000.0        1500000.0           
61                   2693                 0.00390625           26440760000.0        26442480000.0        1720000.0           
62                   3803                 0.00390625           26440760000.0        26443960000.0        3200000.0           
63                   1198                 0.00390625           26440760000.0        26443960000.0        3200000.0           
64                   408                  0.0                  26443960000.0        26445460000.0        1500000.0           
65                   863                  0.0                  26443960000.0        26445460000.0        1500000.0           
66                   1901                 0.0                  26443960000.0        26445460000.0        1500000.0           
67                   2402                 0.0                  26443960000.0        26445460000.0        1500000.0           
68                   3393                 0.0                  26443960000.0        26445460000.0        1500000.0           
69                   2766                 0.00390625           26443960000.0        26445680000.0        1720000.0           
70                   421                  0.0                  26445460000.0        26446960000.0        1500000.0           
71                   2466                 0.0                  26445460000.0        26446960000.0        1500000.0           
72                   932                  0.0                  26445460000.0        26447160000.0        1700000.0           
73                   1956                 0.0                  26445460000.0        26447160000.0        1700000.0           
74                   1399                 0.00390625           26443960000.0        26447160000.0        3200000.0           
75                   3855                 0.00390625           26443960000.0        26447160000.0        3200000.0           
76                   2851                 0.00390625           26445680000.0        26447400000.0        1720000.0           
77                   3526                 0.0                  26446960000.0        26448460000.0        1500000.0           
78                   1421                 0.00390625           26445460000.0        26448660000.0        3200000.0           
79                   3876                 0.00390625           26446960000.0        26450160000.0        3200000.0           
80                   425                  0.0                  26450160000.0        26451660000.0        1500000.0           
81                   937                  0.0                  26450160000.0        26451660000.0        1500000.0           
82                   1961                 0.0                  26450160000.0        26451660000.0        1500000.0           
83                   2510                 0.0                  26450160000.0        26451660000.0        1500000.0           
84                   1444                 0.00390625           26450160000.0        26451880000.0        1720000.0           
85                   3890                 0.00390625           26450160000.0        26451880000.0        1720000.0           
86                   442                  0.0                  26451660000.0        26453360000.0        1700000.0           
87                   822                  0.0                  26451660000.0        26453360000.0        1700000.0           
88                   2865                 0.00390625           26450160000.0        26453360000.0        3200000.0           
89                   3375                 0.00390625           26450160000.0        26453360000.0        3200000.0           
90                   1638                 0.00390625           26451660000.0        26453380000.0        1720000.0           
91                   1121                 0.0078125            26451660000.0        26455060000.0        3400000.0           
92                   2208                 0.00390625           26451880000.0        26455080000.0        3200000.0           
93                   3994                 0.00390625           26453360000.0        26455080000.0        1720000.0           
94                   2920                 0.00390625           26451880000.0        26455080000.0        3200000.0           
95                   3446                 0.00390625           26453360000.0        26455280000.0        1920000.0           
96                   466                  0.0                  26455280000.0        26456780000.0        1500000.0           
97                   933                  0.0                  26455280000.0        26456780000.0        1500000.0           
98                   1696                 0.00390625           26455280000.0        26457000000.0        1720000.0           
99                   2223                 0.00390625           26455280000.0        26457000000.0        1720000.0           
100                  4049                 0.00390625           26455280000.0        26457000000.0        1720000.0           
101                  3465                 0.00390625           26455280000.0        26457000000.0        1720000.0           
102                  2926                 0.00390625           26455280000.0        26457000000.0        1720000.0           
103                  1186                 0.0078125            26455280000.0        26458480000.0        3200000.0           
104                  686                  0.00390625           26456780000.0        26458500000.0        1720000.0           
105                  1789                 0.00390625           26457000000.0        26458720000.0        1720000.0           
106                  2262                 0.00390625           26457000000.0        26458720000.0        1720000.0           
